sample	H9_Batch1.055	H1_Exp2.142	TB_Batch2.123	EC_Batch1.017	H9_Batch2.107	H9_Batch2.156	H1_Exp2.140	H1_Exp3.236	TB_Batch2.110	HFF_Batch2.120	DEC_Batch2.130	NPC_Batch2.151	NPC_Batch2.107	H1_Exp1.011	H1_Exp2.087	H9_Batch1.046	DEC_Batch2.124	H1_Exp1.048	DEC_Batch2.136	DEC_Batch1.052	H9_Batch2.158	EC_Batch1.018	H9_Batch2.143	H9_Batch1.029	DEC_Batch1.026	H1_Exp1.064	H9_Batch2.131	H9_Batch2.150	H1_Exp2.139	EC_Batch1.071	EC_Batch1.040	H1_Exp3.281	NPC_Batch2.094	TB_Batch2.099	HFF_Batch2.075	HFF_Batch2.077	H1_Exp1.064	H1_Exp2.091	DEC_Batch2.087	H1_Exp1.017	HFF_Batch3.142	DEC_Batch1.040	DEC_Batch1.012	HFF_Batch1.039	NPC_Batch1.086	H9_Batch2.129	NPC_Batch1.024	HFF_Batch2.056	H1_Exp2.104	HFF_Batch1.038	H9_Batch2.108	EC_Batch1.037	NPC_Batch1.051	NPC_Batch1.030	H9_Batch1.073	EC_Batch1.020	H1_Exp2.108	H1_Exp2.091	DEC_Batch1.037	NPC_Batch2.145	EC_Batch2.112	HFF_Batch3.148	DEC_Batch1.026	HFF_Batch2.054	H1_Exp2.088	H9_Batch1.006	DEC_Batch1.024	H1_Exp1.019	EC_Batch1.020	DEC_Batch2.098	HFF_Batch1.016	H1_Exp2.085	H9_Batch2.131	DEC_Batch1.026	HFF_Batch1.043	DEC_Batch1.062	H1_Exp2.153	HFF_Batch2.101	NPC_Batch1.022	NPC_Batch1.027	DEC_Batch2.102	HFF_Batch3.150	NPC_Batch2.090	DEC_Batch2.106	H1_Exp1.052	HFF_Batch1.031	H1_Exp1.007	H1_Exp2.085	H9_Batch2.131	NPC_Batch1.082	NPC_Batch1.044	H9_Batch2.151	H1_Exp3.263	H9_Batch1.080	H9_Batch2.147	NPC_Batch1.009	DEC_Batch2.095	NPC_Batch1.082	HFF_Batch1.041	H1_Exp2.152
CPA3	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	12.3426	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	7.0278	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916	-0.0916
CLEC14A	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	1.1723	-0.3472	-0.3472	3.433	-0.3472	-0.3472	-0.3472	-0.3472	1.5736	-0.3472	-0.3472	3.2429	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	0.7618	-0.3472	2.3033	-0.3472	3.4442	-0.3472	-0.3472	-0.3472	-0.3472	3.3613	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	3.4442	-0.3472	-0.3472	-0.3472	1.5736	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	1.5736	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472	-0.3472
PALLD	-1.967	-1.967	0.6963	-1.967	-0.8744	-1.967	0.6	-0.5859	0.7761	0.8706	-0.0143	-0.1657	0.589	0.4008	-0.429	-1.1696	0.8024	-1.1696	0.9844	0.8359	0.6763	-1.967	0.6537	-1.967	0.1188	0.2213	-1.967	0.2013	-1.967	-1.967	-1.967	0.4187	0.4047	0.705	0.8426	0.976	0.2213	0.4268	0.7417	-0.5859	0.9211	0.6497	-0.1647	1.0453	0.3854	-0.1609	0.8015	0.7758	-1.967	0.9783	0.337	-1.967	-0.3243	0.3205	-0.7059	-1.967	0.1544	0.4268	-0.3722	0.6205	-1.967	0.7901	0.1188	0.9989	-1.967	-1.967	0.7839	-0.1371	-1.967	0.3728	1.0531	0.4331	-1.967	0.1188	0.9503	-1.967	-1.1696	1.0715	0.6657	0.7549	0.7075	0.5448	-0.3243	0.9504	-1.967	0.783	-1.967	0.4331	-1.967	0.5236	0.5495	-0.1155	0.1408	-0.0767	-1.967	0.6363	0.1849	0.5236	0.8299	-0.4982
SOX4	0.2781	0.3686	0.3752	0.6097	0.3583	0.3895	0.1091	0.3279	0.2404	-0.3445	0.1411	0.3616	0.1754	0.3753	0.3837	0.3265	0.0482	0.4357	0.2739	0.1251	0.1614	0.6237	0.4322	0.2033	0.0685	0.1828	0.3195	0.4016	0.5104	0.4625	0.3862	0.5266	0.1603	-0.1678	-3.2233	-0.0079	0.1828	0.3146	0.3228	0.1114	-0.3891	0.2428	0.1683	-5.7481	0.2802	0.2888	0.324	-1.8473	0.4249	0.2857	0.3982	0.4075	0.0762	0.3275	0.202	0.0581	-0.0686	0.3146	0.1543	0.0415	0.4075	-1.7261	0.0685	-0.0394	0.2763	0.1362	0.3672	0.2054	0.0581	0.1321	-0.5337	0.2882	0.3195	0.0685	-2.3122	0.0892	-0.306	-0.3204	0.2847	0.4725	0.3464	-5.7481	0.2541	0.3869	0.2392	-0.4066	0.0982	0.2882	0.3195	0.2421	0.2867	0.4112	0.3956	0.1994	0.4644	0.1221	-0.1221	0.2421	-0.38	0.1042
LPL	1.8606	-0.513	-0.513	2.3915	-0.513	-0.513	1.5661	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	1.8	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	2.5657	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	2.0561	2.2916	1.9988	2.051	-0.513	-0.513	-0.513	-0.513	-0.513	1.1402	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	0.8988	-0.513	-0.513	0.7018	-0.513	-0.513	-0.513	2.2231	0.5372	1.1402	-0.513	-0.513	2.3669	-0.513	-0.513	-0.513	-0.513	1.8482	-0.513	-0.513	2.2231	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	1.1984	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	-0.513	1.9624	2.0573	-0.513	-0.513	-0.513	-0.513	-0.513	1.6744
GGCT	0.6736	0.6913	-2.3288	-2.3288	0.5524	0.4864	0.6008	0.6447	0.5829	0.5816	-2.3288	0.6541	0.3821	0.4697	0.5024	0.5013	-2.3288	0.6173	0.0732	-2.3288	0.6623	0.3935	0.5145	0.538	0.5145	0.5562	0.61	0.5462	0.5421	0.5397	0.5943	0.6496	-2.3288	0.3778	0.3298	-0.7742	0.5562	0.5559	0.0019	0.3963	-2.3288	0.447	0.4969	0.6278	0.3166	0.5902	0.5631	0.5625	0.6887	-0.7009	0.5738	-2.3288	-0.867	0.5591	0.6073	0.5399	0.4668	0.5559	-0.2344	0.5126	0.5318	0.4524	0.5145	-2.3288	0.4782	0.5994	-0.1763	0.3272	0.5399	-2.3288	-2.3288	0.5716	0.61	0.5145	0.4528	0.4233	0.2826	-0.6408	0.4922	-2.3288	-0.9911	-0.867	0.4266	-0.3102	0.5148	-0.3691	0.3473	0.5716	0.61	0.4218	0.4334	0.6401	0.7528	0.5252	0.6737	0.1589	-2.3288	0.4218	0.3282	0.5113
C12orf23	-2.4464	-2.4464	0.7335	0.3415	0.4696	0.0876	0.2587	-2.4464	0.586	0.8103	-0.148	0.5283	0.0695	-2.4464	0.1227	-2.4464	-0.7314	0.4719	0.7897	0.2785	0.2617	0.8489	-2.4464	-2.4464	0.6792	-0.1294	0.5595	0.4269	-0.0346	0.7619	0.7413	0.383	0.0695	0.8004	0.5715	0.8114	-0.1294	-2.4464	-1.5573	-0.3018	0.7593	-0.0667	-0.3596	1.0411	-2.4464	-2.4464	0.4798	0.9093	0.2914	0.8134	-1.5573	0.7353	-0.2015	0.3954	-2.4464	-1.5573	-0.2691	-2.4464	0.3059	0.2001	0.6259	0.7708	0.6792	0.8362	-0.5688	0.24	0.6403	-0.2399	-1.5573	-1.5573	0.9322	0.0876	0.5595	0.6792	0.8303	0.7488	-2.4464	0.9386	-0.1681	0.7394	-0.5286	0.6202	-1.0371	-0.06	-0.406	0.8702	0.0618	0.0876	0.5595	0.2876	0.5379	0.6534	0.6665	-1.5573	0.3317	0.2369	0.0187	0.2876	0.9531	0.196
ART4	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	3.6717	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118	-0.2118
NAE1	0.5392	0.5802	-2.5571	-0.2258	0.6381	0.3459	0.4509	0.5046	0.3358	0.6646	0.4054	0.3115	0.2109	0.1561	0.5213	0.6047	-0.2872	0.5935	0.4156	0.2707	0.1973	0.4088	0.5458	0.4991	0.4696	0.2319	0.4887	0.3437	0.5712	-3.7465	-1.8613	0.6305	0.5861	0.2518	0.1494	-0.0022	0.2319	0.5372	-0.209	0.1779	0.2104	0.5641	0.3897	0.3807	0.4334	0.5687	0.1952	0.2216	0.5083	0.6834	0.6635	-1.0908	-1.6864	0.5541	0.612	0.2178	0.0239	0.5372	0.3239	-0.2801	-0.4685	-0.1831	0.4696	0.276	0.5122	0.4588	0.738	0.3404	0.2178	-1.3677	-0.0759	0.3808	0.4887	0.4696	0.074	0.4588	0.1399	0.1983	0.4043	0.4021	0.3486	-2.5571	0.3527	0.5745	0.2332	-1.6864	0.1876	0.3808	0.4887	0.2903	0.469	0.621	0.6633	0.4519	0.4767	-0.0542	-1.1335	0.2903	0.5062	0.2588
SDPR	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	5.701	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	5.9399	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	4.9339	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	5.187	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911	-0.1911
AK4	0.8546	0.8389	-0.0906	-1.1495	0.9341	0.7861	0.766	0.7879	0.2727	-3.1168	0.4509	-1.2259	-1.6505	0.79	0.8183	0.7722	0.4973	0.8807	0.1448	-0.5204	0.7472	-2.0487	0.7692	0.835	0.0895	0.7112	0.8758	0.8628	0.7928	-0.0907	0.7442	0.7972	-1.7675	-0.2044	0.6384	0.0188	0.7112	0.7743	0.4225	0.5717	0.5461	0.509	-0.9807	-1.2616	-3.1168	0.71	-1.5861	0.3783	0.9055	-0.4432	0.8626	0.709	-2.1316	0.3093	0.8005	-1.3002	0.3991	0.7743	0.306	-1.6798	0.5754	-1.424	0.0895	-3.1168	0.7315	0.711	0.8675	0.5913	-1.3002	-1.4203	-1.6337	0.6355	0.8758	0.0895	-1.1205	-0.6176	0.4206	-0.9891	-0.9078	-0.7761	-0.1132	-1.3696	-1.7401	0.8514	0.714	-2.0377	0.5188	0.6355	0.8758	-2.0162	0.5159	0.8668	0.8065	0.7683	0.8654	0.3051	0.0673	-2.0162	-1.0542	0.6614
CXCR4	-0.6205	-0.6205	-0.6205	1.6082	-0.6205	-0.6205	-0.6205	-0.6205	-0.6205	-0.6205	1.6563	1.0517	-0.6205	-0.6205	-0.6205	-0.6205	2.0194	-0.6205	1.9133	1.9594	-0.6205	-0.6205	-0.6205	-0.6205	1.9401	-0.6205	-0.6205	-0.6205	-0.6205	-0.6205	0.1082	-0.6205	1.5074	-0.6205	-0.6205	-0.6205	-0.6205	-0.6205	1.5516	-0.6205	-0.6205	1.9011	0.8806	-0.6205	-0.6205	1.8314	-0.6205	-0.6205	-0.6205	-0.6205	-0.6205	-0.6205	-0.6205	0.9182	-0.6205	-0.6205	-0.6205	-0.6205	1.6115	0.1082	-0.6205	-0.6205	1.9401	-0.6205	-0.6205	-0.6205	0.9186	-0.6205	-0.6205	1.7628	-0.6205	-0.6205	-0.6205	1.9401	-0.6205	1.736	-0.6205	-0.6205	1.2093	0.5344	1.7246	-0.6205	-0.6205	1.8925	-0.6205	-0.6205	-0.6205	-0.6205	-0.6205	1.2783	1.6933	-0.6205	-0.6205	-0.6205	-0.6205	0.8369	1.7394	1.2783	-0.6205	-0.6205
CDK1	0.576	0.6619	0.1798	-1.6891	-0.4604	0.5077	0.7093	0.7912	-1.6891	-1.6891	0.7375	0.3653	0.7864	0.7078	0.8145	0.8469	-0.4604	0.9051	0.5986	0.2303	0.6991	-1.6891	0.8467	0.7518	0.4055	0.7615	0.6184	0.791	0.7902	-1.6891	-1.6891	0.8193	0.0354	0.0354	-1.6891	-1.6891	0.7615	0.7676	-0.9797	0.5591	0.4287	0.6624	0.9469	0.7636	0.7712	0.4568	0.9591	-1.6891	0.7345	-0.9797	0.7309	-1.6891	0.0923	0.6912	0.819	0.7979	0.5875	0.7676	-0.5647	0.674	-1.6891	-1.6891	0.4055	-1.6891	0.4668	0.6634	-0.3208	0.6063	0.7979	-0.3824	-1.6891	0.6245	0.6184	0.4055	-1.6891	0.3906	0.1447	-1.6891	0.9667	-0.0611	-0.7171	-1.6891	0.5259	-0.5647	0.8264	-1.6891	0.7082	0.6245	0.6184	0.7009	-0.7171	0.636	0.8895	0.3152	0.327	0.3121	-0.2703	0.7009	-1.6891	0.4476
DUSP6	0.7029	0.6765	-2.4336	0.8395	0.605	0.627	0.6039	0.6368	-2.4336	-2.4336	0.4212	-1.5928	-0.2999	0.5748	0.575	0.6976	-0.0572	0.6454	0.39	0.2025	0.5126	0.6769	0.6053	0.512	0.363	0.4549	0.5656	0.4518	0.4299	0.5041	-0.2696	0.7885	-2.4336	-2.4336	0.4278	0.421	0.4549	0.7171	0.5323	0.4994	-2.4336	0.614	0.4741	0.5729	0.2561	0.2404	0.3686	-1.5928	0.6522	0.6224	0.5505	-0.5291	-0.5043	-0.3607	0.653	0.6945	0.3245	0.7171	0.325	-0.4228	0.6423	-0.1475	0.363	0.0288	0.5398	0.6477	-0.1315	0.4962	0.6945	-0.2112	-0.1475	0.5683	0.5656	0.363	0.5112	0.7473	0.2618	0.5651	-0.7016	-0.1771	-0.3109	0.3555	0.0781	0.6372	0.5435	-0.1647	0.3558	0.5683	0.5656	-0.0854	0.0937	0.6719	0.7541	0.661	0.5367	-0.812	-0.009	-0.0854	0.2663	0.4062
IFITM1	0.5231	0.5649	-2.7629	-2.7629	0.4047	0.2342	0.4499	0.367	0.5242	0.2411	0.7106	0.0599	-0.0064	0.2776	0.4388	0.3468	0.5507	0.4285	0.8306	0.6642	0.0837	-2.7629	0.5361	0.5265	0.668	0.3526	0.4161	0.0494	0.1044	0.5422	0.414	0.6262	0.0716	-2.7629	0.5096	0.6092	0.3526	0.3671	0.7362	0.175	0.5916	0.7671	0.7166	0.4254	-0.0424	0.3156	0.1946	0.5691	0.2334	0.4583	0.3788	0.3358	-2.7629	-0.4141	0.1473	0.1455	0.3154	0.3671	0.7975	0.0341	0.2408	0.5969	0.668	0.6318	0.4465	0.411	0.8023	0.2486	0.1455	0.4258	0.5884	0.2363	0.4161	0.668	0.4535	0.6366	0.0558	0.6747	-0.2161	0.3281	0.6556	-0.1239	-0.1295	0.6865	0.3906	0.3593	0.2046	0.2363	0.4161	0.009	0.1121	0.5133	0.5455	0.2532	0.4858	-2.7629	0.4958	0.009	0.5746	0.2606
TIMP3	-1.2427	-1.2427	-1.2427	0.6847	-1.2427	-1.2427	-1.2427	-1.2427	-0.58	0.3126	0.1567	0.9629	0.1567	-0.58	-1.2427	-1.2427	-0.1923	-1.2427	-0.3347	-1.2427	-0.0949	1.4239	1.011	-1.2427	-0.58	-1.2427	-1.2427	-1.2427	-1.2427	1.0626	0.861	-1.2427	-1.2427	1.1807	1.0248	1.1922	-1.2427	-1.2427	0.4305	-1.2427	0.4879	1.0519	0.7982	0.9812	-1.2427	-0.58	-1.2427	1.2345	-0.3347	1.2095	-1.2427	1.2204	0.2781	0.7221	0.9544	1.1705	-0.58	-1.2427	-0.58	0.6631	1.2315	1.0838	-0.58	1.2639	-1.2427	-0.1923	-1.2427	-0.58	1.1705	-1.2427	1.333	-0.1923	-1.2427	-0.58	1.1515	-0.0924	-1.2427	1.1824	-1.2427	-1.2427	0.5059	1.2243	0.3423	0.4704	-1.2427	1.1816	0.7724	-0.1923	-1.2427	0.6146	-1.2427	-0.0949	0.7757	0.7892	-0.3347	0.9208	0.1567	0.6146	1.1269	0.7619
CCDC81	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	2.0829	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	2.7012	-0.4402	2.2178	2.387	-0.4402	-0.4402	-0.4402	-0.4402	2.4505	-0.4402	-0.4402	-0.4402	-0.4402	2.4721	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	2.6504	-0.4402	-0.4402	2.4443	2.5077	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	2.0594	-0.4402	2.4372	-0.4402	-0.4402	-0.4402	2.4505	-0.4402	-0.4402	-0.4402	2.1857	-0.4402	-0.4402	0.4501	-0.4402	-0.4402	-0.4402	2.4505	1.7566	2.6398	-0.4402	-0.4402	-0.4402	-0.4402	2.6734	-0.4402	-0.4402	2.4603	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	-0.4402	2.3216	-0.4402	-0.4402	-0.4402
POLR3G	1.124	1.1849	0.2298	-0.4552	1.2264	1.1302	1.0929	1.0342	-0.0041	-1.0715	0.3427	0.6497	0.3055	1.0615	1.0964	1.1563	-1.0715	1.112	-1.0715	-1.0715	1.1769	-1.0715	1.1242	1.0726	-1.0715	1.0343	1.0351	1.127	1.2525	-1.0715	-1.0715	1.1184	-1.0715	-1.0715	0.3044	-1.0715	1.0343	1.2198	-1.0715	1.0077	-1.0715	-1.0715	0.8069	-1.0715	-1.0715	1.1548	-1.0715	-1.0715	1.17	-1.0715	1.1554	-1.0715	0.161	-1.0715	1.1165	-1.0715	0.9723	1.2198	-1.0715	-1.0715	-1.0715	-1.0715	-1.0715	-1.0715	1.0251	1.1114	-1.0715	1.0291	-1.0715	-1.0715	-1.0715	1.0798	1.0351	-1.0715	-1.0715	0.96	0.8242	-1.0715	-1.0715	-1.0715	-1.0715	-1.0715	-0.4552	-1.0715	1.0383	1.0736	0.8607	1.0798	1.0351	0.161	-1.0715	1.1357	1.1779	1.0474	1.162	0.4375	-1.0715	0.161	-0.0041	0.9681
CCND2	0.5397	0.5484	0.6141	0.5182	0.3931	0.3045	0.4181	0.4736	0.3145	-2.3548	0.5567	0.4178	0.4452	0.3685	0.4438	0.3503	0.4042	0.5292	0.6216	0.4301	0.4037	0.4758	0.4593	0.5532	0.5041	0.4518	0.5288	0.3645	0.4099	0.5604	0.502	0.5873	0.477	0.5428	-2.3548	-2.3548	0.4518	0.424	0.6202	0.3498	-2.3548	0.4738	0.4094	-2.3548	0.311	0.5047	0.408	-2.3548	0.4722	-2.3548	0.4369	0.4787	-0.3398	0.4744	0.3282	0.3683	0.3648	0.424	0.3604	0.0654	0.5543	-2.3548	0.5041	-2.3548	0.404	0.5352	0.7269	0.4041	0.3683	0.4081	-2.3548	0.3848	0.5288	0.5041	-2.3548	0.657	0.0921	-2.3548	0.2123	0.5529	0.5121	-2.3548	0.1486	0.6128	0.4425	-2.3548	0.2727	0.3848	0.5288	0.3586	0.4429	0.2911	0.471	0.4462	0.4454	0.2753	0.5337	0.3586	-2.3548	0.3626
PHGDH	0.702	0.7547	0.511	-1.0556	0.4792	0.5209	0.6623	0.5276	0.6359	-0.6454	0.5713	0.4549	0.2503	0.6036	0.5483	0.5226	0.4955	0.5514	0.1499	-0.7504	0.6404	-2.8403	0.4548	0.6001	0.1805	0.5356	0.6056	0.5908	0.5522	-1.5127	-2.8403	0.7387	0.4087	0.6411	0.3679	0.5264	0.5356	0.6231	0.3874	0.2596	0.5677	0.1335	0.5335	0.6992	0.5468	0.6332	0.4423	0.5188	0.6913	-2.8403	0.5445	0.5594	-1.3046	0.5357	0.6043	0.6016	0.5444	0.6231	0.1473	-2.8403	-0.3253	0.2883	0.1805	0.6527	0.7226	0.6506	0.6621	0.2996	0.6016	0.5043	-1.8714	0.5166	0.6056	0.1805	-0.3058	-2.8403	0.2481	0.1602	0.4088	0.7144	-0.6769	-0.0827	0.2921	0.4368	0.5684	0.3219	0.3843	0.5166	0.6056	0.313	0.3994	0.6212	0.7645	0.6128	0.6216	-0.0827	-0.1488	0.313	-2.8403	0.4679
DCN	-0.5421	-0.5421	1.8459	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	2.0224	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	1.5803	2.0562	2.0225	-0.5421	-0.5421	-0.5421	-0.5421	2.0025	-0.5421	-0.5421	1.9555	-0.5421	-0.5421	-0.5421	1.9539	-0.5421	1.866	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	1.9526	-0.5421	2.0	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	1.8688	-0.5421	-0.5421	-0.5421	1.9257	-0.5421	-0.5421	2.1175	-0.5421	0.1143	-0.5421	1.8362	0.3572	-0.5421	-0.5421	1.8791	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	-0.5421	2.0527	-0.5421
SKIL	0.8235	0.8825	0.1504	1.0358	0.9236	0.7525	0.4424	0.7007	-0.3889	0.3406	0.4859	-0.1633	-0.6117	0.7722	0.7525	0.8122	-0.7942	0.7596	0.6496	-0.2136	0.4533	-2.09	0.5762	0.7712	-0.2917	0.6104	0.6314	0.7842	0.7803	0.1682	-1.4971	0.8065	-1.4218	-3.35	0.1647	0.3583	0.6104	0.8041	0.8245	0.4001	-0.4896	0.4833	0.1842	0.4487	-0.8331	0.4792	-0.3152	0.3555	0.8959	-0.3302	0.8826	0.1513	-2.7645	-3.1443	0.7844	0.2679	0.1219	0.8041	0.5715	-0.6344	0.0079	-0.9232	-0.2917	-2.4035	0.7638	0.5639	0.2883	0.5	0.2679	0.2277	-0.1244	0.6904	0.6314	-0.2917	0.7041	0.5355	-0.2919	-0.8483	-1.7767	0.2375	0.3142	0.0234	-3.6138	0.8271	0.2575	-0.8511	0.4199	0.6904	0.6314	-0.1013	0.122	0.7133	0.8164	0.8527	0.7522	-0.6361	-0.677	-0.1013	-0.2813	0.5455
ANXA2	-0.2116	0.372	0.6837	0.8127	-0.3311	-0.572	-0.0028	0.0164	0.5649	0.9727	0.2208	0.097	0.3116	0.0097	-0.0598	-0.0502	0.2554	-0.1172	0.5329	0.3577	-0.8582	0.6358	-0.277	-0.2937	0.5221	0.0377	0.0082	-0.174	-0.5861	0.5042	0.5574	0.3257	0.4088	0.7787	0.7298	0.8932	0.0377	-0.0804	0.3495	-0.4575	0.8299	0.4542	0.1861	1.0167	-0.654	0.0723	-0.0912	0.9194	-0.0773	0.9897	-0.2657	0.2929	-1.7265	-0.2449	-0.1596	0.6092	-0.0894	-0.0804	0.6108	0.3764	0.4176	0.5823	0.5221	0.8552	-0.221	-0.3959	0.6206	-0.4699	0.6092	-0.3618	0.9196	-0.1378	0.0082	0.5221	0.93	0.2523	-0.5916	1.0056	-4.0639	-0.2138	0.1561	0.7057	-0.4601	-0.6368	-0.6496	0.9615	-0.3262	-0.1378	0.0082	-0.116	-0.1275	-0.1114	-0.2165	-0.3636	-0.385	-1.6698	-0.2928	-0.116	0.931	-0.1024
